FECHA,AÑO,DÍA_SEMANA,MES,SEMANA,DÍA_FESTIVO,DÍA_DE_MADRES,DICIEMBRE_24,DICIEMBRE_31,PREDICCIÓN_CHOQUES_DIARIOS
2020-12-30,2020,3,12,53,0,0,0,0,83.19892857142857
2020-12-31,2020,4,12,53,0,0,0,1,59.73783333333332
2021-01-01,2021,5,1,53,1,0,0,0,34.195
2021-01-02,2021,6,1,53,0,0,0,0,42.67775000000002
2021-01-03,2021,7,1,53,0,0,0,0,35.69237728937728
2021-01-04,2021,1,1,1,0,0,0,0,55.302000000000014
2021-01-05,2021,2,1,1,0,0,0,0,61.390190476190476
2021-01-06,2021,3,1,1,0,0,0,0,66.61731818181818
2021-01-07,2021,4,1,1,0,0,0,0,61.1546111111111
2021-01-08,2021,5,1,1,0,0,0,0,51.487422077922076
2021-01-09,2021,6,1,1,0,0,0,0,50.862142857142864
2021-01-10,2021,7,1,1,0,0,0,0,33.140523809523806
2021-01-11,2021,1,1,2,1,0,0,0,28.927928571428573
2021-01-12,2021,2,1,2,0,0,0,0,68.06377380952381
2021-01-13,2021,3,1,2,0,0,0,0,75.4961406926407
2021-01-14,2021,4,1,2,0,0,0,0,64.11782539682538
2021-01-15,2021,5,1,2,0,0,0,0,75.77113492063494
2021-01-16,2021,6,1,2,0,0,0,0,69.34102380952382
2021-01-17,2021,7,1,2,0,0,0,0,40.91958730158729
2021-01-18,2021,1,1,3,0,0,0,0,91.03185714285713
2021-01-19,2021,2,1,3,0,0,0,0,92.26182539682539
2021-01-20,2021,3,1,3,0,0,0,0,83.63495634920635
2021-01-21,2021,4,1,3,0,0,0,0,79.81988095238094
2021-01-22,2021,5,1,3,0,0,0,0,90.96647619047619
2021-01-23,2021,6,1,3,0,0,0,0,70.11430663780664
2021-01-24,2021,7,1,3,0,0,0,0,44.18667857142857
2021-01-25,2021,1,1,4,0,0,0,0,84.62780952380953
2021-01-26,2021,2,1,4,0,0,0,0,92.38784523809525
2021-01-27,2021,3,1,4,0,0,0,0,82.47495634920637
2021-01-28,2021,4,1,4,0,0,0,0,86.66307251082254
2021-01-29,2021,5,1,4,0,0,0,0,95.20786507936505
2021-01-30,2021,6,1,4,0,0,0,0,75.78332936507934
2021-01-31,2021,7,1,4,0,0,0,0,38.89101226551226
2021-02-01,2021,1,2,5,0,0,0,0,79.21347619047619
2021-02-02,2021,2,2,5,0,0,0,0,95.63342063492063
2021-02-03,2021,3,2,5,0,0,0,0,89.65404761904762
2021-02-04,2021,4,2,5,0,0,0,0,88.87191666666669
2021-02-05,2021,5,2,5,0,0,0,0,102.57575396825396
2021-02-06,2021,6,2,5,0,0,0,0,83.6084523809524
2021-02-07,2021,7,2,5,0,0,0,0,51.828408730158706
2021-02-08,2021,1,2,6,0,0,0,0,85.37223051948051
2021-02-09,2021,2,2,6,0,0,0,0,94.6157904040404
2021-02-10,2021,3,2,6,0,0,0,0,90.57813095238093
2021-02-11,2021,4,2,6,0,0,0,0,85.0795634920635
2021-02-12,2021,5,2,6,0,0,0,0,100.97355555555554
2021-02-13,2021,6,2,6,0,0,0,0,80.05999206349207
2021-02-14,2021,7,2,6,0,0,0,0,45.05543253968254
2021-02-15,2021,1,2,7,0,0,0,0,84.24488095238097
2021-02-16,2021,2,2,7,0,0,0,0,102.91189285714285
2021-02-17,2021,3,2,7,0,0,0,0,97.91479761904762
2021-02-18,2021,4,2,7,0,0,0,0,96.92637301587301
2021-02-19,2021,5,2,7,0,0,0,0,105.62961904761906
2021-02-20,2021,6,2,7,0,0,0,0,89.90221428571431
2021-02-21,2021,7,2,7,0,0,0,0,47.373960317460316
2021-02-22,2021,1,2,8,0,0,0,0,103.30370238095236
2021-02-23,2021,2,2,8,0,0,0,0,98.44280952380952
2021-02-24,2021,3,2,8,0,0,0,0,92.3412142857143
2021-02-25,2021,4,2,8,0,0,0,0,90.51532683982686
2021-02-26,2021,5,2,8,0,0,0,0,100.84084523809523
2021-02-27,2021,6,2,8,0,0,0,0,80.353876984127
2021-02-28,2021,7,2,8,0,0,0,0,48.68444047619047
2021-03-01,2021,1,3,9,0,0,0,0,92.72833730158733
2021-03-02,2021,2,3,9,0,0,0,0,98.37638095238097
2021-03-03,2021,3,3,9,0,0,0,0,85.96161904761904
2021-03-04,2021,4,3,9,0,0,0,0,88.94321428571429
2021-03-05,2021,5,3,9,0,0,0,0,85.05109523809524
2021-03-06,2021,6,3,9,0,0,0,0,97.73986904761907
2021-03-07,2021,7,3,9,0,0,0,0,51.00762698412698
2021-03-08,2021,1,3,10,0,0,0,0,93.26579761904763
2021-03-09,2021,2,3,10,0,0,0,0,92.8142857142857
2021-03-10,2021,3,3,10,0,0,0,0,85.60669444444444
2021-03-11,2021,4,3,10,0,0,0,0,89.46997619047617
2021-03-12,2021,5,3,10,0,0,0,0,92.52327777777778
2021-03-13,2021,6,3,10,0,0,0,0,81.34779761904763
2021-03-14,2021,7,3,10,0,0,0,0,51.777968253968254
2021-03-15,2021,1,3,11,0,0,0,0,87.07705952380955
2021-03-16,2021,2,3,11,0,0,0,0,97.37393650793646
2021-03-17,2021,3,3,11,0,0,0,0,86.54745238095238
2021-03-18,2021,4,3,11,0,0,0,0,91.88548268398269
2021-03-19,2021,5,3,11,0,0,0,0,92.6863611111111
2021-03-20,2021,6,3,11,0,0,0,0,77.56592460317462
2021-03-21,2021,7,3,11,0,0,0,0,48.99410714285714
2021-03-22,2021,1,3,12,1,0,0,0,39.968095238095245
2021-03-23,2021,2,3,12,0,0,0,0,95.63513492063493
2021-03-24,2021,3,3,12,0,0,0,0,84.01413095238095
2021-03-25,2021,4,3,12,0,0,0,0,80.60213095238096
2021-03-26,2021,5,3,12,0,0,0,0,91.03402380952383
2021-03-27,2021,6,3,12,0,0,0,0,69.51783152958154
2021-03-28,2021,7,3,12,0,0,0,0,48.71591738816739
2021-03-29,2021,1,3,13,0,0,0,0,87.2967857142857
2021-03-30,2021,2,3,13,0,0,0,0,87.05619264069263
2021-03-31,2021,3,3,13,0,0,0,0,85.28992460317458
2021-04-01,2021,4,4,13,1,0,0,0,35.83
2021-04-02,2021,5,4,13,1,0,0,0,20.98
2021-04-03,2021,6,4,13,0,0,0,0,77.52502380952382
2021-04-04,2021,7,4,13,0,0,0,0,40.581357142857144
2021-04-05,2021,1,4,14,0,0,0,0,101.725
2021-04-06,2021,2,4,14,0,0,0,0,94.45995238095236
2021-04-07,2021,3,4,14,0,0,0,0,86.7990119047619
2021-04-08,2021,4,4,14,0,0,0,0,94.98850000000002
2021-04-09,2021,5,4,14,0,0,0,0,112.75911904761907
2021-04-10,2021,6,4,14,0,0,0,0,75.92307936507936
2021-04-11,2021,7,4,14,0,0,0,0,43.40761507936509
2021-04-12,2021,1,4,15,0,0,0,0,96.82120634920635
2021-04-13,2021,2,4,15,0,0,0,0,87.10702380952378
2021-04-14,2021,3,4,15,0,0,0,0,95.81071031746032
2021-04-15,2021,4,4,15,0,0,0,0,83.59095887445886
2021-04-16,2021,5,4,15,0,0,0,0,101.32264285714285
2021-04-17,2021,6,4,15,0,0,0,0,74.42718650793648
2021-04-18,2021,7,4,15,0,0,0,0,41.75763492063493
2021-04-19,2021,1,4,16,0,0,0,0,97.18638888888889
2021-04-20,2021,2,4,16,0,0,0,0,81.56734523809521
2021-04-21,2021,3,4,16,0,0,0,0,81.2030634920635
2021-04-22,2021,4,4,16,0,0,0,0,91.26505880230881
2021-04-23,2021,5,4,16,0,0,0,0,79.58769047619049
2021-04-24,2021,6,4,16,0,0,0,0,86.53130952380953
2021-04-25,2021,7,4,16,0,0,0,0,47.36925793650795
2021-04-26,2021,1,4,17,0,0,0,0,101.48192857142858
2021-04-27,2021,2,4,17,0,0,0,0,88.67795238095238
2021-04-28,2021,3,4,17,0,0,0,0,96.72505952380953
2021-04-29,2021,4,4,17,0,0,0,0,98.71319047619046
2021-04-30,2021,5,4,17,0,0,0,0,106.87279761904762
2021-05-01,2021,6,5,17,1,0,0,0,49.22
2021-05-02,2021,7,5,17,0,0,0,0,48.34889285714286
2021-05-03,2021,1,5,18,0,0,0,0,81.99388095238095
2021-05-04,2021,2,5,18,0,0,0,0,99.14066666666668
2021-05-05,2021,3,5,18,0,0,0,0,87.00566666666667
2021-05-06,2021,4,5,18,0,0,0,0,91.74017063492064
2021-05-07,2021,5,5,18,0,0,0,0,97.40428571428572
2021-05-08,2021,6,5,18,0,0,0,0,92.88115384615381
2021-05-09,2021,7,5,18,0,1,0,0,59.419904761904775
2021-05-10,2021,1,5,19,0,0,0,0,81.38364285714285
2021-05-11,2021,2,5,19,0,0,0,0,87.0719166666667
2021-05-12,2021,3,5,19,0,0,0,0,84.53502777777777
2021-05-13,2021,4,5,19,0,0,0,0,91.45241269841269
2021-05-14,2021,5,5,19,0,0,0,0,102.57764682539683
2021-05-15,2021,6,5,19,0,0,0,0,90.17080952380951
2021-05-16,2021,7,5,19,0,0,0,0,48.976214285714285
2021-05-17,2021,1,5,20,1,0,0,0,44.81333333333334
2021-05-18,2021,2,5,20,0,0,0,0,104.36697619047614
2021-05-19,2021,3,5,20,0,0,0,0,87.37156349206353
2021-05-20,2021,4,5,20,0,0,0,0,93.00052380952386
2021-05-21,2021,5,5,20,0,0,0,0,100.1824136141636
2021-05-22,2021,6,5,20,0,0,0,0,91.39746825396821
2021-05-23,2021,7,5,20,0,0,0,0,41.98130189255189
2021-05-24,2021,1,5,21,0,0,0,0,90.19507142857142
2021-05-25,2021,2,5,21,0,0,0,0,99.83131349206346
2021-05-26,2021,3,5,21,0,0,0,0,89.60515476190477
2021-05-27,2021,4,5,21,0,0,0,0,85.61322222222223
2021-05-28,2021,5,5,21,0,0,0,0,95.96067857142856
2021-05-29,2021,6,5,21,0,0,0,0,73.88896825396826
2021-05-30,2021,7,5,21,0,0,0,0,43.73474963924964
2021-05-31,2021,1,5,22,0,0,0,0,86.891
2021-06-01,2021,2,6,22,0,0,0,0,82.61307142857142
2021-06-02,2021,3,6,22,0,0,0,0,78.89541666666668
2021-06-03,2021,4,6,22,0,0,0,0,90.35511904761904
2021-06-04,2021,5,6,22,0,0,0,0,91.73335714285714
2021-06-05,2021,6,6,22,0,0,0,0,88.96153571428572
2021-06-06,2021,7,6,22,0,0,0,0,46.58666666666667
2021-06-07,2021,1,6,23,1,0,0,0,41.49850000000001
2021-06-08,2021,2,6,23,0,0,0,0,89.75526587301587
2021-06-09,2021,3,6,23,0,0,0,0,94.4834087301587
2021-06-10,2021,4,6,23,0,0,0,0,80.85242063492063
2021-06-11,2021,5,6,23,0,0,0,0,86.14759523809524
2021-06-12,2021,6,6,23,0,0,0,0,94.16801984126984
2021-06-13,2021,7,6,23,0,0,0,0,51.65502380952379
2021-06-14,2021,1,6,24,1,0,0,0,42.25491666666666
2021-06-15,2021,2,6,24,0,0,0,0,92.9405714285714
2021-06-16,2021,3,6,24,0,0,0,0,102.92778174603174
2021-06-17,2021,4,6,24,0,0,0,0,79.87599206349205
2021-06-18,2021,5,6,24,0,0,0,0,89.30189682539684
2021-06-19,2021,6,6,24,0,0,0,0,83.48153571428571
2021-06-20,2021,7,6,24,0,0,0,0,53.82574999999998
2021-06-21,2021,1,6,25,0,0,0,0,81.05980952380953
2021-06-22,2021,2,6,25,0,0,0,0,85.17684126984126
2021-06-23,2021,3,6,25,0,0,0,0,84.49070238095241
2021-06-24,2021,4,6,25,0,0,0,0,84.19580086580086
2021-06-25,2021,5,6,25,0,0,0,0,89.5421031746032
2021-06-26,2021,6,6,25,0,0,0,0,81.76238095238095
2021-06-27,2021,7,6,25,0,0,0,0,50.12357936507936
2021-06-28,2021,1,6,26,0,0,0,0,79.77997619047619
2021-06-29,2021,2,6,26,0,0,0,0,79.1863928571429
2021-06-30,2021,3,6,26,0,0,0,0,86.70044841269845
2021-07-01,2021,4,7,26,0,0,0,0,72.45377777777777
2021-07-02,2021,5,7,26,0,0,0,0,82.81524603174603
2021-07-03,2021,6,7,26,0,0,0,0,81.87229761904761
2021-07-04,2021,7,7,26,0,0,0,0,42.11221428571429
2021-07-05,2021,1,7,27,1,0,0,0,42.13178571428571
2021-07-06,2021,2,7,27,0,0,0,0,82.46428571428572
2021-07-07,2021,3,7,27,0,0,0,0,86.27531746031747
2021-07-08,2021,4,7,27,0,0,0,0,81.29771067821068
2021-07-09,2021,5,7,27,0,0,0,0,73.61887301587302
2021-07-10,2021,6,7,27,0,0,0,0,81.80370634920634
2021-07-11,2021,7,7,27,0,0,0,0,44.10037698412699
2021-07-12,2021,1,7,28,0,0,0,0,89.91209310134309
2021-07-13,2021,2,7,28,0,0,0,0,87.70357936507936
2021-07-14,2021,3,7,28,0,0,0,0,89.22092568542568
2021-07-15,2021,4,7,28,0,0,0,0,86.13700685425685
2021-07-16,2021,5,7,28,0,0,0,0,92.44900505050502
2021-07-17,2021,6,7,28,0,0,0,0,74.27548412698414
2021-07-18,2021,7,7,28,0,0,0,0,49.399738095238106
2021-07-19,2021,1,7,29,0,0,0,0,98.40327092352092
2021-07-20,2021,2,7,29,1,0,0,0,50.00333333333333
2021-07-21,2021,3,7,29,0,0,0,0,91.29422222222223
2021-07-22,2021,4,7,29,0,0,0,0,91.56640873015873
2021-07-23,2021,5,7,29,0,0,0,0,93.11763492063496
2021-07-24,2021,6,7,29,0,0,0,0,80.78592352092352
2021-07-25,2021,7,7,29,0,0,0,0,41.65934126984127
2021-07-26,2021,1,7,30,0,0,0,0,97.51185714285714
2021-07-27,2021,2,7,30,0,0,0,0,94.5142243867244
2021-07-28,2021,3,7,30,0,0,0,0,85.53541666666666
2021-07-29,2021,4,7,30,0,0,0,0,88.89734706959707
2021-07-30,2021,5,7,30,0,0,0,0,98.54116594516596
2021-07-31,2021,6,7,30,0,0,0,0,84.78744516594516
2021-08-01,2021,7,8,30,0,0,0,0,51.53191197691198
2021-08-02,2021,1,8,31,0,0,0,0,91.82872222222223
2021-08-03,2021,2,8,31,0,0,0,0,105.16966666666666
2021-08-04,2021,3,8,31,0,0,0,0,94.9913611111111
2021-08-05,2021,4,8,31,0,0,0,0,91.99614285714283
2021-08-06,2021,5,8,31,0,0,0,0,115.48537576312575
2021-08-07,2021,6,8,31,1,0,0,0,59.11
2021-08-08,2021,7,8,31,0,0,0,0,56.814419913419904
2021-08-09,2021,1,8,32,0,0,0,0,91.61372619047619
2021-08-10,2021,2,8,32,0,0,0,0,100.7267738095238
2021-08-11,2021,3,8,32,0,0,0,0,105.200090964591
2021-08-12,2021,4,8,32,0,0,0,0,97.82716666666666
2021-08-13,2021,5,8,32,0,0,0,0,99.12908333333333
2021-08-14,2021,6,8,32,0,0,0,0,90.97332720057719
2021-08-15,2021,7,8,32,0,0,0,0,52.123273088023105
2021-08-16,2021,1,8,33,1,0,0,0,41.78333333333334
2021-08-17,2021,2,8,33,0,0,0,0,91.34609271284269
2021-08-18,2021,3,8,33,0,0,0,0,90.53213888888888
2021-08-19,2021,4,8,33,0,0,0,0,97.2435183982684
2021-08-20,2021,5,8,33,0,0,0,0,105.72338275613278
2021-08-21,2021,6,8,33,0,0,0,0,85.95177380952381
2021-08-22,2021,7,8,33,0,0,0,0,45.11698629148629
2021-08-23,2021,1,8,34,0,0,0,0,97.32837698412698
2021-08-24,2021,2,8,34,0,0,0,0,95.50638888888889
2021-08-25,2021,3,8,34,0,0,0,0,86.30214357864357
2021-08-26,2021,4,8,34,0,0,0,0,88.93866544566544
2021-08-27,2021,5,8,34,0,0,0,0,96.23708608058607
2021-08-28,2021,6,8,34,0,0,0,0,77.64947041847041
2021-08-29,2021,7,8,34,0,0,0,0,44.622306277056275
2021-08-30,2021,1,8,35,0,0,0,0,91.40169047619048
2021-08-31,2021,2,8,35,0,0,0,0,83.077753968254
2021-09-01,2021,3,9,35,0,0,0,0,81.21458333333335
2021-09-02,2021,4,9,35,0,0,0,0,84.73762606837609
2021-09-03,2021,5,9,35,0,0,0,0,111.1191666666667
2021-09-04,2021,6,9,35,0,0,0,0,78.18807142857145
2021-09-05,2021,7,9,35,0,0,0,0,49.902380952380945
2021-09-06,2021,1,9,36,0,0,0,0,88.13588888888887
2021-09-07,2021,2,9,36,0,0,0,0,92.01881746031748
2021-09-08,2021,3,9,36,0,0,0,0,93.91056746031747
2021-09-09,2021,4,9,36,0,0,0,0,97.06405158730158
2021-09-10,2021,5,9,36,0,0,0,0,93.84650468975465
2021-09-11,2021,6,9,36,0,0,0,0,83.12419047619046
2021-09-12,2021,7,9,36,0,0,0,0,49.644238095238094
2021-09-13,2021,1,9,37,0,0,0,0,91.43637698412698
2021-09-14,2021,2,9,37,0,0,0,0,83.38710012210011
2021-09-15,2021,3,9,37,0,0,0,0,86.5372655122655
2021-09-16,2021,4,9,37,0,0,0,0,92.2168611111111
2021-09-17,2021,5,9,37,0,0,0,0,106.71788492063492
2021-09-18,2021,6,9,37,0,0,0,0,90.69849999999998
2021-09-19,2021,7,9,37,0,0,0,0,52.69786904761906
2021-09-20,2021,1,9,38,0,0,0,0,94.94976587301589
2021-09-21,2021,2,9,38,0,0,0,0,93.27069047619047
2021-09-22,2021,3,9,38,0,0,0,0,87.47298701298699
2021-09-23,2021,4,9,38,0,0,0,0,91.72966125541126
2021-09-24,2021,5,9,38,0,0,0,0,98.51392532467534
2021-09-25,2021,6,9,38,0,0,0,0,89.94518253968259
2021-09-26,2021,7,9,38,0,0,0,0,50.154325396825406
2021-09-27,2021,1,9,39,0,0,0,0,88.08770634920637
2021-09-28,2021,2,9,39,0,0,0,0,91.62225793650794
2021-09-29,2021,3,9,39,0,0,0,0,79.28499783549782
2021-09-30,2021,4,9,39,0,0,0,0,86.94113744588745
2021-10-01,2021,5,10,39,0,0,0,0,97.08076587301588
2021-10-02,2021,6,10,39,0,0,0,0,84.18636904761907
2021-10-03,2021,7,10,39,0,0,0,0,60.50984523809524
2021-10-04,2021,1,10,40,0,0,0,0,104.14140476190478
2021-10-05,2021,2,10,40,0,0,0,0,95.0782261904762
2021-10-06,2021,3,10,40,0,0,0,0,89.05285714285712
2021-10-07,2021,4,10,40,0,0,0,0,93.91951190476193
2021-10-08,2021,5,10,40,0,0,0,0,99.9079841269841
2021-10-09,2021,6,10,40,0,0,0,0,88.96446031746035
2021-10-10,2021,7,10,40,0,0,0,0,56.19660317460317
2021-10-11,2021,1,10,41,0,0,0,0,85.39045454545455
2021-10-12,2021,2,10,41,0,0,0,0,86.48128601953604
2021-10-13,2021,3,10,41,0,0,0,0,83.7731414141414
2021-10-14,2021,4,10,41,0,0,0,0,82.21399747474747
2021-10-15,2021,5,10,41,0,0,0,0,92.90228174603173
2021-10-16,2021,6,10,41,0,0,0,0,82.80971320346318
2021-10-17,2021,7,10,41,0,0,0,0,43.427500000000016
2021-10-18,2021,1,10,42,1,0,0,0,42.7560992063492
2021-10-19,2021,2,10,42,0,0,0,0,99.63209126984125
2021-10-20,2021,3,10,42,0,0,0,0,85.87928449328452
2021-10-21,2021,4,10,42,0,0,0,0,74.62492307692305
2021-10-22,2021,5,10,42,0,0,0,0,98.71023989898991
2021-10-23,2021,6,10,42,0,0,0,0,86.35789935064936
2021-10-24,2021,7,10,42,0,0,0,0,43.88261507936508
2021-10-25,2021,1,10,43,0,0,0,0,84.8967380952381
2021-10-26,2021,2,10,43,0,0,0,0,86.50259848484852
2021-10-27,2021,3,10,43,0,0,0,0,89.3823593073593
2021-10-28,2021,4,10,43,0,0,0,0,89.71952994227995
2021-10-29,2021,5,10,43,0,0,0,0,92.09884523809528
2021-10-30,2021,6,10,43,0,0,0,0,87.57893795093798
2021-10-31,2021,7,10,43,0,0,0,0,46.98765079365079
2021-11-01,2021,1,11,44,1,0,0,0,40.81988095238095
2021-11-02,2021,2,11,44,0,0,0,0,96.54954870129872
2021-11-03,2021,3,11,44,0,0,0,0,93.01809523809523
2021-11-04,2021,4,11,44,0,0,0,0,97.3412619047619
2021-11-05,2021,5,11,44,0,0,0,0,96.33097619047619
2021-11-06,2021,6,11,44,0,0,0,0,86.10638095238093
2021-11-07,2021,7,11,44,0,0,0,0,47.050302669552686
2021-11-08,2021,1,11,45,0,0,0,0,87.44856060606062
2021-11-09,2021,2,11,45,0,0,0,0,92.90278607503608
2021-11-10,2021,3,11,45,0,0,0,0,84.90278210678211
2021-11-11,2021,4,11,45,0,0,0,0,84.00739682539684
2021-11-12,2021,5,11,45,0,0,0,0,91.21152020202022
2021-11-13,2021,6,11,45,0,0,0,0,77.92523412698415
2021-11-14,2021,7,11,45,0,0,0,0,46.053741258741255
2021-11-15,2021,1,11,46,1,0,0,0,41.97379761904761
2021-11-16,2021,2,11,46,0,0,0,0,106.44533730158732
2021-11-17,2021,3,11,46,0,0,0,0,88.96118650793649
2021-11-18,2021,4,11,46,0,0,0,0,84.22265909090913
2021-11-19,2021,5,11,46,0,0,0,0,104.68481529581524
2021-11-20,2021,6,11,46,0,0,0,0,90.5301165223665
2021-11-21,2021,7,11,46,0,0,0,0,46.56590945165945
2021-11-22,2021,1,11,47,0,0,0,0,97.0651666666667
2021-11-23,2021,2,11,47,0,0,0,0,83.46338492063492
2021-11-24,2021,3,11,47,0,0,0,0,92.53591738816736
2021-11-25,2021,4,11,47,0,0,0,0,81.99758405483404
2021-11-26,2021,5,11,47,0,0,0,0,96.35811255411254
2021-11-27,2021,6,11,47,0,0,0,0,83.39175102675102
2021-11-28,2021,7,11,47,0,0,0,0,55.28598809523811
2021-11-29,2021,1,11,48,0,0,0,0,89.19018055555553
2021-11-30,2021,2,11,48,0,0,0,0,85.96756565656564
2021-12-01,2021,3,12,48,0,0,0,0,81.88467316017316
2021-12-02,2021,4,12,48,0,0,0,0,75.64287820512821
2021-12-03,2021,5,12,48,0,0,0,0,94.381
2021-12-04,2021,6,12,48,0,0,0,0,90.79042857142858
2021-12-05,2021,7,12,48,0,0,0,0,52.05919047619048
2021-12-06,2021,1,12,49,0,0,0,0,98.1499761904762
2021-12-07,2021,2,12,49,0,0,0,0,97.99584920634923
2021-12-08,2021,3,12,49,1,0,0,0,49.1
2021-12-09,2021,4,12,49,0,0,0,0,97.86548931623936
2021-12-10,2021,5,12,49,0,0,0,0,96.79908333333333
2021-12-11,2021,6,12,49,0,0,0,0,89.09654040404041
2021-12-12,2021,7,12,49,0,0,0,0,49.33564898989899
2021-12-13,2021,1,12,50,0,0,0,0,108.20745887445888
2021-12-14,2021,2,12,50,0,0,0,0,95.48115476190475
2021-12-15,2021,3,12,50,0,0,0,0,89.44591025641029
2021-12-16,2021,4,12,50,0,0,0,0,93.12678174603174
2021-12-17,2021,5,12,50,0,0,0,0,96.41614898989901
2021-12-18,2021,6,12,50,0,0,0,0,83.9353838383838
2021-12-19,2021,7,12,50,0,0,0,0,61.36353255078254
2021-12-20,2021,1,12,51,0,0,0,0,85.4597463924964
2021-12-21,2021,2,12,51,0,0,0,0,101.64521825396825
2021-12-22,2021,3,12,51,0,0,0,0,99.65526495726495
2021-12-23,2021,4,12,51,0,0,0,0,93.8284087301587
2021-12-24,2021,5,12,51,0,0,1,0,101.52842676767678
2021-12-25,2021,6,12,51,1,0,0,0,54.34
2021-12-26,2021,7,12,51,0,0,0,0,59.27219047619045
2021-12-27,2021,1,12,52,0,0,0,0,83.45533730158729
2021-12-28,2021,2,12,52,0,0,0,0,91.86151984126984
2021-12-29,2021,3,12,52,0,0,0,0,80.65821428571427
2021-12-30,2021,4,12,52,0,0,0,0,74.11066666666666
2021-12-31,2021,5,12,52,0,0,0,1,74.18156962481962
