FECHA_ACCIDENTE,Atropello,Caida Ocupante,Choque,Incendio,Otro,Volcamiento
2016-08-25,18,13,106,0,16,9
2016-08-26,9,10,110,0,11,9
2016-08-27,13,5,76,0,13,2
2016-08-28,10,5,47,0,15,2
2016-08-29,10,28,88,0,11,2
2016-08-30,10,12,67,0,17,4
2016-08-31,7,11,64,0,10,2
2016-09-01,15,10,82,0,19,2
2016-09-02,20,14,100,0,22,5
2016-09-03,18,22,86,0,15,3
2016-09-04,11,8,47,0,11,0
2016-09-05,11,10,99,0,9,3
2016-09-06,13,7,99,0,18,2
2016-09-07,11,10,86,0,18,1
2016-09-08,10,10,113,0,11,5
2016-09-09,8,8,80,0,16,4
2016-09-10,16,10,98,0,15,2
2016-09-11,8,12,50,0,2,4
2016-09-12,12,19,98,0,17,7
2016-09-13,14,9,81,0,16,4
2016-09-14,10,13,88,0,12,6
2016-09-15,12,13,104,1,16,11
2016-09-16,18,13,110,0,17,3
2016-09-17,17,7,106,0,10,1
2016-09-18,10,6,48,0,11,2
2016-09-19,10,12,82,0,12,5
2016-09-20,15,7,105,0,9,3
2016-09-21,22,19,80,0,14,9
2016-09-22,9,22,97,0,11,5
2016-09-23,18,16,99,0,25,1
2016-09-24,13,14,90,0,13,4
2016-09-25,7,7,60,0,7,3
2016-09-26,14,16,90,0,16,2
2016-09-27,5,16,91,0,15,6
2016-09-28,16,27,75,0,19,6
2016-09-29,12,11,78,0,18,7
2016-09-30,13,5,79,0,14,7
2016-10-01,15,11,83,0,6,3
2016-10-02,14,14,64,0,7,2
2016-10-03,21,11,105,0,12,1
2016-10-04,7,20,100,0,10,3
2016-10-05,11,6,98,0,14,4
2016-10-06,13,12,109,0,22,1
2016-10-07,13,21,125,0,20,8
2016-10-08,12,8,100,0,12,3
2016-10-09,16,10,57,0,14,6
2016-10-10,10,18,97,0,14,5
2016-10-11,8,15,84,0,25,7
2016-10-12,19,9,102,0,14,5
2016-10-13,13,9,81,0,14,0
2016-10-14,16,15,105,0,9,3
2016-10-15,7,7,86,0,22,2
2016-10-16,7,6,56,0,9,2
2016-10-17,8,6,48,0,13,6
2016-10-18,8,13,105,0,22,13
2016-10-19,16,9,90,0,11,3
2016-10-20,16,10,86,1,15,3
2016-10-21,11,8,118,0,11,7
2016-10-22,17,10,73,0,12,4
2016-10-23,18,8,48,0,14,8
2016-10-24,17,10,96,0,10,5
2016-10-25,9,18,93,0,17,4
2016-10-26,5,7,80,0,18,5
2016-10-27,10,16,103,0,18,11
2016-10-28,14,14,118,0,13,3
2016-10-29,16,17,85,0,18,2
2016-10-30,10,8,45,0,16,6
2016-10-31,7,12,96,0,17,2
2016-11-01,5,18,100,0,14,5
2016-11-02,11,14,97,0,13,5
2016-11-03,12,21,101,0,10,7
2016-11-04,7,13,97,0,25,6
2016-11-05,11,8,94,0,6,6
2016-11-06,11,9,50,0,11,3
2016-11-07,8,9,36,0,12,7
2016-11-08,12,16,91,0,6,4
2016-11-09,13,9,89,0,8,3
2016-11-10,13,17,69,0,16,11
2016-11-11,14,8,83,0,27,6
2016-11-12,9,6,89,0,16,11
2016-11-13,14,9,53,0,7,2
2016-11-14,6,10,36,0,9,5
2016-11-15,19,9,103,0,21,5
2016-11-16,6,15,75,0,21,5
2016-11-17,15,14,94,0,20,2
2016-11-18,14,14,102,0,18,4
2016-11-19,9,6,99,0,15,2
2016-11-20,9,7,42,0,12,1
2016-11-21,17,19,117,0,14,8
2016-11-22,12,9,84,0,9,3
2016-11-23,12,13,107,0,11,4
2016-11-24,6,11,92,0,14,0
2016-11-25,11,27,100,0,11,8
2016-11-26,15,10,85,0,8,4
2016-11-27,11,6,58,0,9,1
2016-11-28,12,14,88,0,11,1
2016-11-29,8,13,78,0,9,4
2016-11-30,12,7,102,0,8,8
2016-12-01,13,5,61,0,11,3
2016-12-02,10,8,96,0,14,6
2016-12-03,13,8,77,0,7,5
2016-12-04,10,5,53,0,12,5
2016-12-05,6,16,107,0,15,3
2016-12-06,12,12,89,0,9,5
2016-12-07,8,10,102,0,7,3
2016-12-08,8,5,40,0,14,2
2016-12-09,8,6,90,0,12,2
2016-12-10,15,5,77,0,25,1
2016-12-11,9,6,60,0,7,2
2016-12-12,10,5,103,0,7,0
2016-12-13,7,6,97,0,8,1
2016-12-14,9,12,82,0,13,2
2016-12-15,16,8,103,0,6,2
2016-12-16,18,11,112,0,19,7
2016-12-17,15,14,98,0,16,1
2016-12-18,10,7,67,0,9,1
2016-12-19,19,8,86,0,13,8
2016-12-20,9,13,111,0,15,5
2016-12-21,8,22,105,0,29,7
2016-12-22,9,7,94,0,10,4
2016-12-23,17,8,95,0,13,4
2016-12-24,22,6,59,0,11,1
2016-12-25,13,8,33,0,16,0
2016-12-26,16,6,67,0,9,3
2016-12-27,8,13,73,0,12,5
2016-12-28,4,12,96,0,11,4
2016-12-29,9,7,66,0,15,6
2016-12-30,19,12,75,0,15,7
2016-12-31,17,10,35,0,16,5
2017-01-01,15,8,38,0,13,4
2017-01-02,6,3,53,0,19,3
2017-01-03,9,9,66,0,5,4
2017-01-04,7,9,50,0,7,3
2017-01-05,8,8,59,0,27,4
2017-01-06,5,7,55,0,10,4
2017-01-07,7,7,59,0,10,3
2017-01-08,10,2,27,0,11,6
2017-01-09,2,2,33,0,11,2
2017-01-10,13,5,64,0,13,3
2017-01-11,11,8,82,0,14,4
2017-01-12,6,6,66,0,12,3
2017-01-13,7,19,90,0,16,6
2017-01-14,6,8,82,0,7,6
2017-01-15,4,13,49,0,14,5
2017-01-16,17,20,105,0,14,8
2017-01-17,5,15,89,0,11,4
2017-01-18,10,11,77,0,9,5
2017-01-19,9,21,96,0,11,5
2017-01-20,15,11,99,0,8,2
2017-01-21,11,4,79,0,12,0
2017-01-22,9,7,43,0,13,6
2017-01-23,5,12,96,0,9,5
2017-01-24,12,6,106,0,11,2
2017-01-25,5,11,71,0,7,3
2017-01-26,12,12,92,0,9,4
2017-01-27,8,18,116,0,16,7
2017-01-28,14,8,79,0,3,3
2017-01-29,8,8,41,0,9,1
2017-01-30,9,9,82,0,11,7
2017-01-31,11,11,110,0,9,5
2017-02-01,7,10,88,0,10,4
2017-02-02,11,12,97,0,13,2
2017-02-03,15,6,95,0,27,4
2017-02-04,12,12,81,0,12,1
2017-02-05,16,11,61,0,10,6
2017-02-06,11,10,90,0,13,6
2017-02-07,12,15,105,0,23,1
2017-02-08,13,13,95,0,11,6
2017-02-09,13,9,81,0,18,3
2017-02-10,15,6,124,0,11,4
2017-02-11,15,9,73,0,16,7
2017-02-12,16,6,40,0,11,3
2017-02-13,7,4,83,0,10,2
2017-02-14,9,3,109,0,17,4
2017-02-15,5,4,106,0,7,3
2017-02-16,10,5,102,0,15,7
2017-02-17,6,5,115,0,8,2
2017-02-18,15,7,97,0,20,4
2017-02-19,9,8,50,0,6,2
2017-02-20,10,15,120,0,14,3
2017-02-21,9,12,115,0,23,7
2017-02-22,9,6,121,0,20,7
2017-02-23,13,12,102,0,14,5
2017-02-24,6,13,103,0,23,10
2017-02-25,18,13,91,0,12,6
2017-02-26,10,11,51,0,8,3
2017-02-27,13,11,88,0,13,9
2017-02-28,6,9,98,0,25,1
2017-03-01,7,18,93,0,15,5
2017-03-02,8,13,83,0,8,1
2017-03-03,7,10,71,1,14,4
2017-03-04,15,9,106,0,11,1
2017-03-05,20,6,43,0,7,2
2017-03-06,12,14,75,0,10,3
2017-03-07,15,8,101,0,16,5
2017-03-08,13,22,101,0,30,8
2017-03-09,11,14,101,0,12,5
2017-03-10,7,14,92,0,10,9
2017-03-11,15,15,74,0,13,3
2017-03-12,12,4,40,0,11,3
2017-03-13,14,9,70,0,16,4
2017-03-14,7,16,105,0,14,3
2017-03-15,8,10,93,0,13,2
2017-03-16,20,10,79,0,14,10
2017-03-17,15,13,87,0,14,1
2017-03-18,7,8,79,0,10,3
2017-03-19,9,5,57,0,3,0
2017-03-20,7,8,40,0,10,3
2017-03-21,12,12,108,0,13,7
2017-03-22,15,9,81,0,10,6
2017-03-23,9,9,54,0,8,7
2017-03-24,7,17,85,0,12,4
2017-03-25,7,16,63,0,15,2
2017-03-26,10,7,63,0,14,1
2017-03-27,9,9,81,0,12,3
2017-03-28,9,11,95,0,9,4
2017-03-29,10,18,83,0,12,8
2017-03-30,8,22,104,0,21,7
2017-03-31,10,15,104,0,17,7
2017-04-01,20,10,102,0,10,10
2017-04-02,10,5,49,0,2,5
2017-04-03,12,16,106,0,22,2
2017-04-04,12,11,96,0,9,3
2017-04-05,9,10,85,0,16,1
2017-04-06,8,11,100,0,17,7
2017-04-07,12,11,105,0,27,3
2017-04-08,13,5,83,0,15,1
2017-04-09,13,12,30,0,11,3
2017-04-10,9,9,97,0,13,6
2017-04-11,5,8,78,0,13,3
2017-04-12,13,3,122,0,17,1
2017-04-13,11,5,30,0,8,0
2017-04-14,5,4,22,0,11,5
2017-04-15,6,3,47,0,13,6
2017-04-16,9,8,31,0,8,3
2017-04-17,9,7,87,0,4,5
2017-04-18,7,16,91,0,21,6
2017-04-19,10,10,69,0,21,4
2017-04-20,6,11,93,0,16,5
2017-04-21,8,8,73,0,9,2
2017-04-22,10,7,92,0,13,2
2017-04-23,13,15,50,0,3,3
2017-04-24,15,9,94,0,12,4
2017-04-25,14,14,104,0,11,6
2017-04-26,7,6,122,0,18,14
2017-04-27,9,8,101,0,4,2
2017-04-28,13,9,114,0,13,8
2017-04-29,19,7,84,0,13,4
2017-04-30,3,7,41,0,9,4
2017-05-01,9,9,50,0,18,4
2017-05-02,7,19,116,0,21,12
2017-05-03,5,8,88,0,22,11
2017-05-04,10,8,92,0,13,5
2017-05-05,18,12,102,0,12,5
2017-05-06,12,6,100,0,15,5
2017-05-07,7,3,40,0,10,0
2017-05-08,10,10,93,0,20,4
2017-05-09,11,6,84,0,24,6
2017-05-10,10,7,92,0,12,3
2017-05-11,5,8,91,0,14,6
2017-05-12,12,10,100,0,16,11
2017-05-13,12,11,84,0,6,7
2017-05-14,12,10,64,0,12,5
2017-05-15,8,12,100,0,27,10
2017-05-16,12,6,90,0,12,3
2017-05-17,7,16,73,0,22,8
2017-05-18,13,4,86,0,22,6
2017-05-19,13,9,115,0,12,2
2017-05-20,9,5,74,0,9,2
2017-05-21,9,9,47,0,7,2
2017-05-22,13,10,85,0,21,5
2017-05-23,12,9,100,0,19,5
2017-05-24,9,6,85,0,18,3
2017-05-25,10,12,73,0,21,4
2017-05-26,21,10,107,0,13,5
2017-05-27,9,6,69,0,20,5
2017-05-28,5,4,53,0,13,7
2017-05-29,7,10,53,0,13,6
2017-05-30,10,9,98,0,20,5
2017-05-31,5,15,85,0,35,7
2017-06-01,9,12,95,0,23,4
2017-06-02,11,11,97,0,14,7
2017-06-03,14,6,97,0,13,4
2017-06-04,5,5,51,0,13,2
2017-06-05,10,3,79,0,17,8
2017-06-06,7,6,98,0,15,7
2017-06-07,8,6,113,0,21,23
2017-06-08,9,6,78,0,18,7
2017-06-09,15,9,96,0,17,5
2017-06-10,14,9,95,0,16,5
2017-06-11,5,6,54,0,14,3
2017-06-12,6,8,86,0,12,11
2017-06-13,13,4,92,0,17,1
2017-06-14,9,9,110,0,25,8
2017-06-15,7,7,84,0,25,7
2017-06-16,9,10,87,0,15,4
2017-06-17,9,6,90,0,19,0
2017-06-18,17,12,58,0,10,1
2017-06-19,8,3,52,0,11,5
2017-06-20,7,10,79,0,14,3
2017-06-21,9,10,68,0,24,6
2017-06-22,11,10,86,0,14,5
2017-06-23,9,6,87,0,16,1
2017-06-24,8,5,68,0,10,8
2017-06-25,6,5,41,0,11,2
2017-06-26,1,9,47,0,18,3
2017-06-27,12,7,79,0,16,3
2017-06-28,9,10,91,0,15,4
2017-06-29,11,6,75,0,15,8
2017-06-30,8,10,94,0,14,7
2017-07-01,13,8,81,0,12,6
2017-07-02,8,3,46,0,3,4
2017-07-03,7,10,35,0,7,3
2017-07-04,17,4,88,0,16,3
2017-07-05,8,10,87,0,21,3
2017-07-06,3,2,87,0,15,5
2017-07-07,11,7,96,0,20,2
2017-07-08,12,11,92,0,16,2
2017-07-09,10,9,47,0,16,1
2017-07-10,13,7,79,0,18,5
2017-07-11,7,8,93,0,19,4
2017-07-12,8,11,79,0,17,2
2017-07-13,14,9,82,0,11,4
2017-07-14,9,10,110,0,19,0
2017-07-15,16,9,71,0,22,10
2017-07-16,4,12,52,0,13,2
2017-07-17,7,6,99,0,13,6
2017-07-18,9,5,99,0,22,11
2017-07-19,12,3,111,0,17,8
2017-07-20,4,9,51,0,6,3
2017-07-21,16,8,105,0,12,3
2017-07-22,8,2,80,0,12,2
2017-07-23,8,5,47,0,5,2
2017-07-24,11,6,103,0,17,11
2017-07-25,14,10,101,0,25,5
2017-07-26,9,14,90,0,17,7
2017-07-27,7,12,98,0,15,3
2017-07-28,10,7,111,0,11,2
2017-07-29,15,7,94,0,14,2
2017-07-30,6,7,46,0,11,5
2017-07-31,16,13,107,0,12,3
2017-08-01,14,9,110,0,15,9
2017-08-02,12,10,103,0,16,2
2017-08-03,11,10,104,1,11,5
2017-08-04,14,18,135,0,39,13
2017-08-05,15,8,81,0,13,4
2017-08-06,8,10,62,0,8,3
2017-08-07,12,16,57,0,12,3
2017-08-08,12,14,86,0,22,4
2017-08-09,11,9,111,0,23,8
2017-08-10,6,9,91,0,10,7
2017-08-11,10,14,93,0,18,12
2017-08-12,9,12,82,0,7,5
2017-08-13,9,11,54,0,8,2
2017-08-14,12,8,106,0,14,5
2017-08-15,13,13,91,0,13,4
2017-08-16,15,12,108,0,20,3
2017-08-17,15,8,118,0,9,3
2017-08-18,7,14,118,0,16,7
2017-08-19,10,14,82,0,14,6
2017-08-20,4,9,39,0,8,2
2017-08-21,13,5,53,0,11,5
2017-08-22,7,10,85,0,9,7
2017-08-23,12,9,99,0,11,3
2017-08-24,15,8,87,0,17,7
2017-08-25,12,14,94,0,8,1
2017-08-26,11,13,90,0,12,4
2017-08-27,7,8,55,0,5,3
2017-08-28,16,11,100,0,28,4
2017-08-29,13,21,104,0,13,7
2017-08-30,15,16,62,0,9,7
2017-08-31,4,19,56,0,13,10
2017-09-01,14,12,132,1,15,5
2017-09-02,13,11,68,0,14,8
2017-09-03,11,7,56,0,5,3
2017-09-04,16,13,96,0,14,3
2017-09-05,12,9,102,0,11,9
2017-09-06,13,15,107,0,24,11
2017-09-07,9,15,104,0,23,10
2017-09-08,12,11,71,0,25,4
2017-09-09,9,10,70,0,21,2
2017-09-10,6,9,47,0,10,1
2017-09-11,14,13,99,0,10,4
2017-09-12,9,19,89,0,14,5
2017-09-13,8,15,86,0,13,2
2017-09-14,19,9,103,0,11,5
2017-09-15,11,10,106,0,13,4
2017-09-16,17,7,90,0,9,5
2017-09-17,8,11,59,0,10,2
2017-09-18,9,24,97,0,21,10
2017-09-19,13,13,108,0,14,2
2017-09-20,13,12,74,0,10,3
2017-09-21,9,8,97,0,9,5
2017-09-22,6,11,97,0,17,3
2017-09-23,14,5,98,0,13,3
2017-09-24,10,10,35,0,7,6
2017-09-25,10,5,104,0,8,10
2017-09-26,15,5,88,0,8,6
2017-09-27,12,14,74,0,16,6
2017-09-28,10,17,79,0,10,4
2017-09-29,9,14,90,0,33,4
2017-09-30,7,8,101,0,19,5
2017-10-01,6,5,59,0,15,5
2017-10-02,9,16,127,0,19,7
2017-10-03,8,18,99,0,20,4
2017-10-04,9,12,88,0,12,4
2017-10-05,8,11,96,0,18,6
2017-10-06,12,12,88,0,13,3
2017-10-07,14,4,75,0,3,8
2017-10-08,6,8,44,0,14,2
2017-10-09,3,9,72,0,9,7
2017-10-10,12,13,87,0,15,6
2017-10-11,5,7,80,0,12,6
2017-10-12,9,12,77,0,9,2
2017-10-13,14,9,95,0,12,2
2017-10-14,9,6,81,0,11,8
2017-10-15,14,6,46,0,10,2
2017-10-16,10,8,47,0,11,3
2017-10-17,14,7,102,0,19,1
2017-10-18,9,8,87,0,11,5
2017-10-19,7,15,73,0,4,5
2017-10-20,8,12,113,0,9,1
2017-10-21,15,8,102,0,17,5
2017-10-22,11,8,37,0,10,1
2017-10-23,9,19,78,0,15,4
2017-10-24,12,18,76,0,16,5
2017-10-25,16,15,96,0,19,4
2017-10-26,5,7,80,0,10,4
2017-10-27,11,15,103,1,10,3
2017-10-28,5,16,90,0,12,10
2017-10-29,11,8,43,0,3,5
2017-10-30,9,13,97,0,13,1
2017-10-31,9,12,106,0,17,7
2017-11-01,8,15,88,0,15,2
2017-11-02,6,10,104,0,13,3
2017-11-03,9,15,98,0,7,4
2017-11-04,9,11,77,0,12,8
2017-11-05,7,8,49,0,4,1
2017-11-06,10,4,37,0,10,5
2017-11-07,15,8,89,0,15,1
2017-11-08,25,14,79,0,14,4
2017-11-09,8,8,84,0,14,6
2017-11-10,10,8,84,0,4,0
2017-11-11,14,8,69,0,6,5
2017-11-12,9,5,41,0,15,4
2017-11-13,8,4,49,0,10,1
2017-11-14,16,6,111,0,24,6
2017-11-15,9,12,80,0,15,12
2017-11-16,13,18,104,0,21,5
2017-11-17,8,12,108,0,14,8
2017-11-18,7,6,98,0,12,6
2017-11-19,5,5,44,0,10,2
2017-11-20,9,9,80,0,11,6
2017-11-21,10,11,64,0,10,3
2017-11-22,9,21,96,0,16,7
2017-11-23,11,4,83,0,11,4
2017-11-24,5,24,98,0,7,4
2017-11-25,14,7,79,0,6,5
2017-11-26,12,9,55,0,7,3
2017-11-27,10,7,107,0,8,4
2017-11-28,16,11,95,0,10,3
2017-11-29,10,7,95,0,15,4
2017-11-30,13,12,87,0,12,6
2017-12-01,11,14,95,0,17,6
2017-12-02,12,6,99,0,12,3
2017-12-03,11,7,49,0,11,0
2017-12-04,10,8,90,0,13,4
2017-12-05,13,12,120,0,12,3
2017-12-06,10,16,91,0,4,4
2017-12-07,10,12,92,0,18,3
2017-12-08,8,11,57,0,4,3
2017-12-09,13,7,89,0,11,4
2017-12-10,3,5,49,0,13,3
2017-12-11,17,14,107,0,10,3
2017-12-12,6,7,98,0,8,6
2017-12-13,11,5,74,0,7,3
2017-12-14,6,15,76,0,7,3
2017-12-15,11,8,109,0,10,5
2017-12-16,14,13,79,0,12,2
2017-12-17,10,10,62,0,8,1
2017-12-18,14,13,95,0,14,1
2017-12-19,12,4,103,0,14,5
2017-12-20,13,17,101,0,12,1
2017-12-21,7,13,97,0,11,3
2017-12-22,9,13,114,0,10,3
2017-12-23,11,13,109,0,11,5
2017-12-24,17,4,48,0,11,5
2017-12-25,10,9,38,0,8,6
2017-12-26,11,5,76,0,18,3
2017-12-27,7,15,57,0,8,3
2017-12-28,8,14,76,0,13,2
2017-12-29,10,20,68,0,17,2
2017-12-30,12,9,52,0,6,2
2017-12-31,9,9,37,0,12,5
2018-01-01,8,8,38,0,11,1
2018-01-02,7,11,66,0,16,6
2018-01-03,14,4,74,0,7,4
2018-01-04,8,13,60,0,12,2
2018-01-05,12,11,41,0,21,1
2018-01-06,10,8,57,0,10,0
2018-01-07,5,4,30,0,5,2
2018-01-08,5,5,23,0,6,2
2018-01-09,3,14,64,0,15,3
2018-01-10,9,11,77,0,15,1
2018-01-11,8,6,64,0,15,5
2018-01-12,12,8,67,0,9,0
2018-01-13,5,5,44,0,10,2
2018-01-14,2,6,37,0,8,2
2018-01-15,10,9,81,0,13,5
2018-01-16,9,6,74,0,21,4
2018-01-17,10,9,93,0,17,7
2018-01-18,13,12,74,0,12,2
2018-01-19,5,13,100,0,17,2
2018-01-20,12,14,72,0,17,3
2018-01-21,9,8,51,0,9,4
2018-01-22,13,8,81,0,10,0
2018-01-23,10,8,87,0,9,0
2018-01-24,11,11,78,0,12,3
2018-01-25,9,7,83,0,10,1
2018-01-26,7,19,99,0,8,4
2018-01-27,6,5,78,0,9,3
2018-01-28,7,10,35,0,19,0
2018-01-29,9,8,68,0,7,0
2018-01-30,13,12,76,1,5,3
2018-01-31,12,7,66,0,8,4
2018-02-01,5,16,74,0,11,2
2018-02-02,10,15,130,0,12,5
2018-02-03,8,8,92,0,9,3
2018-02-04,9,4,46,0,7,2
2018-02-05,6,10,86,0,14,4
2018-02-06,12,8,92,0,14,3
2018-02-07,14,8,104,0,4,2
2018-02-08,10,4,88,0,11,3
2018-02-09,11,8,97,0,8,2
2018-02-10,10,14,83,0,6,1
2018-02-11,5,9,41,0,3,2
2018-02-12,8,18,79,0,25,15
2018-02-13,9,15,113,0,12,4
2018-02-14,13,7,98,0,11,4
2018-02-15,10,9,90,0,10,3
2018-02-16,11,10,101,0,12,2
2018-02-17,12,7,99,0,11,7
2018-02-18,9,9,42,0,9,3
2018-02-19,8,8,103,1,9,1
2018-02-20,13,9,89,0,6,3
2018-02-21,5,17,83,0,16,1
2018-02-22,13,11,83,0,16,6
2018-02-23,13,20,104,0,4,3
2018-02-24,6,9,70,0,11,6
2018-02-25,4,7,53,0,8,2
2018-02-26,9,15,86,0,10,1
2018-02-27,5,4,72,0,6,1
2018-02-28,9,8,89,0,11,3
2018-03-01,14,10,97,0,12,9
2018-03-02,8,5,95,0,11,3
2018-03-03,16,21,89,0,7,4
2018-03-04,9,7,53,0,5,2
2018-03-05,10,19,97,0,18,1
2018-03-06,10,21,86,0,18,2
2018-03-07,10,13,69,0,8,0
2018-03-08,8,12,62,0,7,1
2018-03-09,10,11,84,0,7,6
2018-03-10,18,18,83,0,10,0
2018-03-11,13,7,56,0,3,0
2018-03-12,13,17,90,0,10,1
2018-03-13,9,23,70,0,18,5
2018-03-14,11,16,87,0,7,1
2018-03-15,16,21,87,0,15,7
2018-03-16,8,10,95,0,13,3
2018-03-17,16,12,76,0,11,5
2018-03-18,7,5,43,0,15,1
2018-03-19,5,6,44,0,11,1
2018-03-20,7,21,106,0,14,4
2018-03-21,13,16,96,0,12,0
2018-03-22,9,9,79,0,9,3
2018-03-23,8,11,88,0,15,1
2018-03-24,9,13,81,0,14,7
2018-03-25,6,10,46,0,6,2
2018-03-26,6,15,90,0,10,8
2018-03-27,8,13,80,0,7,5
2018-03-28,15,12,70,0,7,3
2018-03-29,3,10,40,0,11,0
2018-03-30,6,5,17,0,6,1
2018-03-31,8,9,46,0,12,0
2018-04-01,4,5,48,0,8,3
2018-04-02,9,8,100,0,11,4
2018-04-03,14,5,89,0,14,4
2018-04-04,10,17,73,0,9,5
2018-04-05,14,13,100,0,13,0
2018-04-06,12,13,101,0,10,0
2018-04-07,8,6,92,0,8,0
2018-04-08,10,9,50,0,11,4
2018-04-09,10,11,95,0,14,6
2018-04-10,8,15,102,0,13,5
2018-04-11,8,10,87,0,13,2
2018-04-12,14,19,72,0,14,3
2018-04-13,11,11,84,0,13,3
2018-04-14,12,18,68,0,5,4
2018-04-15,7,6,38,0,5,2
2018-04-16,13,17,97,0,13,2
2018-04-17,9,13,75,1,8,4
2018-04-18,14,9,81,0,6,1
2018-04-19,13,8,85,0,8,8
2018-04-20,16,9,87,0,8,1
2018-04-21,9,11,86,0,6,2
2018-04-22,7,8,60,0,7,8
2018-04-23,16,14,111,0,7,3
2018-04-24,9,8,53,0,6,1
2018-04-25,13,8,100,0,13,0
2018-04-26,5,14,83,0,23,7
