FECHA_ACCIDENTE,Atropello,Caida Ocupante,Choque,Incendio,Otro,Volcamiento
2018-04-27,12,14,96,0,7,7
2018-04-28,8,9,85,0,10,5
2018-04-29,5,3,46,0,13,1
2018-04-30,10,10,81,0,13,1
2018-05-01,6,9,29,0,8,1
2018-05-02,15,11,92,0,23,4
2018-05-03,16,14,87,0,17,2
2018-05-04,12,14,75,0,19,3
2018-05-05,11,21,74,0,8,0
2018-05-06,7,6,41,0,6,5
2018-05-07,2,20,68,0,16,2
2018-05-08,17,12,81,0,12,5
2018-05-09,9,14,79,0,13,5
2018-05-10,11,16,80,0,15,2
2018-05-11,12,11,119,0,10,4
2018-05-12,8,7,96,0,10,3
2018-05-13,9,14,62,0,8,5
2018-05-14,8,8,40,0,11,3
2018-05-15,12,10,98,0,16,6
2018-05-16,11,7,84,0,11,3
2018-05-17,10,9,84,0,5,3
2018-05-18,12,8,103,0,5,4
2018-05-19,13,9,98,0,8,3
2018-05-20,3,6,45,0,13,4
2018-05-21,10,7,80,0,11,5
2018-05-22,11,16,114,0,6,2
2018-05-23,10,10,102,0,13,6
2018-05-24,8,14,82,0,14,5
2018-05-25,13,16,99,0,10,2
2018-05-26,14,19,75,0,11,3
2018-05-27,7,8,55,0,6,3
2018-05-28,10,11,92,0,15,5
2018-05-29,6,8,86,0,9,6
2018-05-30,9,15,88,0,13,6
2018-05-31,9,8,65,0,9,2
2018-06-01,9,12,92,0,14,5
2018-06-02,13,9,88,0,19,3
2018-06-03,8,9,53,0,12,5
2018-06-04,5,7,46,0,16,3
2018-06-05,8,9,86,0,12,3
2018-06-06,15,7,75,0,14,2
2018-06-07,8,9,84,0,16,3
2018-06-08,22,10,84,0,14,1
2018-06-09,14,10,94,0,6,4
2018-06-10,7,5,52,0,9,2
2018-06-11,10,14,46,0,9,3
2018-06-12,15,11,98,0,15,4
2018-06-13,13,19,97,0,12,6
2018-06-14,8,11,73,0,16,3
2018-06-15,12,10,83,0,11,5
2018-06-16,12,7,76,0,3,5
2018-06-17,9,13,55,0,8,2
2018-06-18,10,6,83,0,6,5
2018-06-19,11,10,68,0,6,1
2018-06-20,10,11,88,0,10,1
2018-06-21,16,7,82,0,9,1
2018-06-22,14,9,95,0,17,6
2018-06-23,10,15,97,0,17,6
2018-06-24,14,8,61,0,7,2
2018-06-25,12,16,87,0,13,3
2018-06-26,7,18,59,0,10,1
2018-06-27,10,9,80,0,14,0
2018-06-28,9,12,69,0,12,6
2018-06-29,5,7,73,0,15,2
2018-06-30,14,10,67,0,16,3
2018-07-01,2,2,45,0,9,4
2018-07-02,13,5,45,0,12,4
2018-07-03,11,14,73,0,19,6
2018-07-04,13,10,93,0,13,1
2018-07-05,11,4,67,0,13,0
2018-07-06,9,8,74,0,5,4
2018-07-07,10,9,66,0,4,4
2018-07-08,11,7,29,0,11,7
2018-07-09,7,16,94,0,10,1
2018-07-10,4,9,75,0,13,2
2018-07-11,12,1,95,0,9,0
2018-07-12,14,5,85,0,15,1
2018-07-13,14,10,91,0,11,5
2018-07-14,12,6,76,0,16,5
2018-07-15,7,9,45,0,2,0
2018-07-16,13,15,102,0,13,2
2018-07-17,9,18,94,0,8,1
2018-07-18,10,12,84,0,8,5
2018-07-19,10,11,108,0,17,3
2018-07-20,7,9,52,0,6,7
2018-07-21,13,10,80,0,21,6
2018-07-22,4,6,41,0,8,4
2018-07-23,11,11,108,0,13,4
2018-07-24,13,16,80,0,15,7
2018-07-25,7,13,73,0,6,2
2018-07-26,9,20,85,0,20,6
2018-07-27,12,17,87,0,13,5
2018-07-28,9,14,81,0,6,4
2018-07-29,7,10,41,0,12,3
2018-07-30,10,13,96,0,16,5
2018-07-31,12,15,62,0,12,5
2018-08-01,13,15,81,0,11,5
2018-08-02,11,10,79,0,9,6
2018-08-03,8,15,113,0,11,1
2018-08-04,22,6,105,0,10,2
2018-08-05,9,6,48,0,5,4
2018-08-06,11,14,84,0,6,3
2018-08-07,6,7,49,0,10,4
2018-08-08,11,6,102,0,13,1
2018-08-09,9,3,89,0,13,2
2018-08-10,12,14,100,0,10,2
2018-08-11,13,17,102,0,9,2
2018-08-12,9,5,53,0,10,1
2018-08-13,12,14,95,0,13,1
2018-08-14,4,14,97,0,18,3
2018-08-15,15,11,103,0,15,7
2018-08-16,8,14,100,0,11,2
2018-08-17,12,19,91,0,5,0
2018-08-18,12,17,88,0,10,1
2018-08-19,6,11,43,0,5,1
2018-08-20,5,12,49,0,9,1
2018-08-21,10,12,103,0,11,0
2018-08-22,7,9,86,0,7,0
2018-08-23,12,6,84,0,11,5
2018-08-24,10,22,110,0,21,9
2018-08-25,10,6,82,0,8,2
2018-08-26,14,6,44,0,6,2
2018-08-27,15,18,101,0,21,2
2018-08-28,8,8,74,0,6,1
2018-08-29,8,11,96,1,14,5
2018-08-30,8,11,82,0,5,4
2018-08-31,10,13,83,1,7,5
2018-09-01,15,7,78,0,11,5
2018-09-02,11,6,46,0,8,1
2018-09-03,11,8,84,0,9,0
2018-09-04,12,18,98,0,18,3
2018-09-05,8,14,93,0,15,3
2018-09-06,12,14,86,0,5,1
2018-09-07,10,8,105,0,13,7
2018-09-08,13,12,86,0,16,4
2018-09-09,8,7,55,0,6,0
2018-09-10,6,10,69,0,8,6
2018-09-11,14,8,93,0,9,2
2018-09-12,9,15,82,0,14,8
2018-09-13,11,10,76,0,13,7
2018-09-14,15,8,102,0,19,1
2018-09-15,11,15,92,0,9,2
2018-09-16,9,7,45,0,5,2
2018-09-17,12,13,107,0,9,1
2018-09-18,13,5,90,0,12,6
2018-09-19,22,10,83,0,5,4
2018-09-20,6,9,72,0,18,3
2018-09-21,18,11,92,0,6,1
2018-09-22,9,18,84,0,4,2
2018-09-23,7,4,59,0,4,2
2018-09-24,5,8,68,0,19,4
2018-09-25,8,2,113,0,14,4
2018-09-26,6,2,81,0,16,7
2018-09-27,6,10,108,0,18,8
2018-09-28,18,4,127,0,12,8
2018-09-29,10,11,90,0,13,2
2018-09-30,9,2,43,0,4,4
2018-10-01,8,11,81,0,6,16
2018-10-02,6,10,86,0,11,8
2018-10-03,9,13,88,0,7,6
2018-10-04,14,11,97,0,13,7
2018-10-05,12,15,98,0,9,5
2018-10-06,8,13,75,0,10,4
2018-10-07,11,2,56,0,4,1
2018-10-08,5,11,78,0,12,5
2018-10-09,10,8,95,0,8,6
2018-10-10,5,13,78,0,10,7
2018-10-11,10,13,84,0,10,2
2018-10-12,20,6,104,0,8,0
2018-10-13,13,4,80,0,8,4
2018-10-14,5,6,43,0,10,4
2018-10-15,8,3,39,0,7,1
2018-10-16,7,13,83,1,11,3
2018-10-17,9,11,97,0,9,2
2018-10-18,11,16,77,0,16,4
2018-10-19,12,16,83,0,8,2
2018-10-20,8,14,95,0,7,3
2018-10-21,6,9,46,0,4,1
2018-10-22,17,9,78,0,8,2
2018-10-23,10,7,81,0,12,2
2018-10-24,16,13,85,0,12,1
2018-10-25,9,9,98,0,14,3
2018-10-26,14,12,77,0,14,9
2018-10-27,9,11,82,0,12,3
2018-10-28,9,5,47,0,4,2
2018-10-29,10,13,93,0,11,3
2018-10-30,12,17,113,0,24,5
2018-10-31,10,7,110,0,18,6
2018-11-01,15,7,89,0,14,3
2018-11-02,9,12,94,0,10,6
2018-11-03,6,11,93,0,21,4
2018-11-04,9,3,52,0,8,1
2018-11-05,5,6,51,0,4,4
2018-11-06,13,7,124,0,9,4
2018-11-07,10,3,85,0,8,2
2018-11-08,12,10,81,0,8,3
2018-11-09,7,11,81,0,11,5
2018-11-10,6,4,78,0,3,6
2018-11-11,9,6,47,0,3,3
2018-11-12,13,10,41,0,4,2
2018-11-13,10,6,131,0,7,3
2018-11-14,10,7,90,1,7,7
2018-11-15,10,10,82,0,4,4
2018-11-16,9,6,114,0,6,1
2018-11-17,9,8,93,0,8,2
2018-11-18,10,6,55,0,5,0
2018-11-19,12,12,97,0,13,4
2018-11-20,8,12,105,0,9,6
2018-11-21,15,10,86,0,6,3
2018-11-22,4,13,79,0,5,1
2018-11-23,12,10,96,0,12,5
2018-11-24,11,7,93,0,11,3
2018-11-25,7,6,52,0,11,1
2018-11-26,10,10,80,0,15,5
2018-11-27,6,12,80,0,14,7
2018-11-28,11,8,82,0,15,1
2018-11-29,5,14,69,0,6,4
2018-11-30,4,6,30,0,11,4
2018-12-01,11,12,95,0,11,1
2018-12-02,8,4,55,0,7,4
2018-12-03,10,11,100,0,10,2
2018-12-04,7,14,99,0,11,6
2018-12-05,8,9,105,0,7,1
2018-12-06,10,8,122,0,10,1
2018-12-07,11,4,101,0,4,4
2018-12-08,9,6,56,0,4,6
2018-12-09,16,6,46,0,7,3
2018-12-10,9,9,98,0,17,2
2018-12-11,7,9,92,1,10,3
2018-12-12,16,14,110,0,16,11
2018-12-13,8,5,108,0,5,6
2018-12-14,9,3,93,0,5,4
2018-12-15,7,8,72,0,7,3
2018-12-16,17,7,60,0,13,2
2018-12-17,10,13,74,0,13,3
2018-12-18,6,8,101,0,9,2
2018-12-19,18,4,84,0,9,3
2018-12-20,13,11,100,0,10,4
2018-12-21,8,5,107,0,5,5
2018-12-22,12,10,77,0,8,7
2018-12-23,11,8,66,0,5,2
2018-12-24,14,7,87,0,9,6
2018-12-25,17,3,47,0,7,2
2018-12-26,12,7,85,0,7,4
2018-12-27,13,3,79,0,10,2
2018-12-28,6,6,87,0,7,1
2018-12-29,16,4,59,0,7,4
2018-12-30,5,7,34,0,11,2
2018-12-31,6,5,43,0,9,2
2019-01-01,14,4,32,0,8,1
2019-01-02,8,5,58,0,13,5
2019-01-03,5,10,64,0,8,2
2019-01-04,5,4,74,0,8,1
2019-01-05,7,5,40,0,14,4
2019-01-06,4,5,31,0,7,3
2019-01-07,3,2,33,0,5,0
2019-01-08,12,11,75,0,10,0
2019-01-09,7,15,52,0,10,1
2019-01-10,9,13,61,0,4,4
2019-01-11,13,12,59,0,11,1
2019-01-12,9,9,75,0,4,2
2019-01-13,7,10,43,0,5,2
2019-01-14,9,10,63,0,8,1
2019-01-15,7,10,86,0,8,0
2019-01-16,7,9,81,0,11,7
2019-01-17,9,21,84,0,17,2
2019-01-18,11,8,90,0,10,1
2019-01-19,5,8,69,0,14,5
2019-01-20,9,6,35,0,6,4
2019-01-21,11,9,85,0,9,3
2019-01-22,5,6,97,0,12,0
2019-01-23,9,6,95,0,16,4
2019-01-24,14,12,80,0,13,3
2019-01-25,16,5,84,0,9,2
2019-01-26,13,12,76,0,11,3
2019-01-27,7,4,48,0,9,1
2019-01-28,11,14,95,0,9,3
2019-01-29,13,10,79,0,6,1
2019-01-30,16,12,78,0,11,2
2019-01-31,7,3,51,0,8,3
2019-02-01,7,12,104,0,17,5
2019-02-02,10,10,80,0,6,3
2019-02-03,13,13,48,0,1,1
2019-02-04,10,11,92,0,6,2
2019-02-05,9,4,98,0,3,3
2019-02-06,10,5,82,0,5,3
2019-02-07,10,7,100,0,12,4
2019-02-08,17,9,92,0,5,4
2019-02-09,11,9,66,0,7,3
2019-02-10,8,4,44,0,9,2
2019-02-11,17,11,75,0,11,2
2019-02-12,9,11,90,0,23,10
2019-02-13,10,6,89,0,12,2
2019-02-14,11,14,109,0,32,4
2019-02-15,12,6,73,0,13,3
2019-02-16,9,8,89,0,14,8
2019-02-17,7,7,55,0,6,1
2019-02-18,6,11,96,0,12,2
2019-02-19,9,12,90,0,10,3
2019-02-20,7,11,77,0,26,2
2019-02-21,16,14,94,0,11,2
2019-02-22,20,8,94,0,7,1
2019-02-23,9,9,66,0,10,2
2019-02-24,6,9,39,0,6,1
2019-02-25,9,8,71,0,13,5
2019-02-26,17,11,73,0,12,3
2019-02-27,12,16,79,0,15,5
2019-02-28,12,10,67,0,9,6
2019-03-01,7,6,91,0,14,2
2019-03-02,13,5,68,0,13,2
2019-03-03,7,6,58,0,11,3
2019-03-04,15,10,95,0,8,2
2019-03-05,11,10,104,0,14,3
2019-03-06,14,11,83,0,6,3
2019-03-07,9,5,54,0,8,2
2019-03-08,11,3,67,0,7,1
2019-03-09,11,6,88,0,7,2
2019-03-10,7,7,49,0,6,1
2019-03-11,13,13,88,0,11,3
2019-03-12,10,8,92,0,15,4
2019-03-13,17,9,83,0,5,2
2019-03-14,8,4,77,0,9,3
2019-03-15,16,13,84,0,9,3
2019-03-16,13,8,83,0,9,1
2019-03-17,6,5,49,0,5,0
2019-03-18,15,20,77,0,8,8
2019-03-19,12,6,79,0,13,2
2019-03-20,10,12,71,0,11,1
2019-03-21,21,14,96,0,10,4
2019-03-22,13,13,103,0,6,4
2019-03-23,14,7,73,0,2,4
2019-03-24,9,5,36,0,5,2
2019-03-25,8,6,44,0,8,2
2019-03-26,9,16,89,0,7,2
2019-03-27,8,11,77,0,6,1
2019-03-28,12,7,93,0,11,2
2019-03-29,6,9,61,0,7,2
2019-03-30,11,8,56,0,14,1
2019-03-31,5,5,28,0,3,4
2019-04-01,8,8,108,0,15,5
2019-04-02,15,15,84,0,11,7
2019-04-03,5,9,90,0,11,4
2019-04-04,11,14,90,0,19,8
2019-04-05,14,5,103,0,8,4
2019-04-06,9,12,95,0,9,6
2019-04-07,5,5,50,0,8,2
2019-04-08,12,14,87,0,18,6
2019-04-09,17,10,94,0,8,6
2019-04-10,18,10,78,0,20,3
2019-04-11,11,7,79,0,9,5
2019-04-12,12,6,109,0,7,1
2019-04-13,12,6,84,0,7,2
2019-04-14,7,7,46,0,12,4
2019-04-15,10,7,96,0,13,2
2019-04-16,10,6,63,0,13,2
2019-04-17,7,6,91,0,10,2
2019-04-18,3,10,28,0,5,2
2019-04-19,5,3,25,0,2,2
2019-04-20,8,5,54,0,3,4
2019-04-21,6,8,46,0,4,2
2019-04-22,9,9,87,0,17,2
2019-04-23,13,3,52,0,11,2
2019-04-24,7,3,103,0,16,2
2019-04-25,16,8,90,0,8,2
2019-04-26,8,12,110,0,9,10
2019-04-27,10,7,72,0,6,0
2019-04-28,6,5,40,0,6,6
2019-04-29,10,6,69,0,7,2
2019-04-30,11,6,73,1,8,6
2019-05-01,8,5,39,0,6,1
2019-05-02,11,10,102,0,6,4
2019-05-03,14,6,98,1,12,5
2019-05-04,13,13,92,0,6,3
2019-05-05,10,4,61,0,6,1
2019-05-06,11,7,97,0,6,1
2019-05-07,7,9,82,0,12,4
2019-05-08,9,24,91,0,29,7
2019-05-09,7,26,109,0,15,4
2019-05-10,8,8,123,0,13,3
2019-05-11,14,9,91,0,12,3
2019-05-12,8,1,56,0,2,1
2019-05-13,8,10,86,0,15,2
2019-05-14,13,6,83,0,12,3
2019-05-15,11,3,80,0,8,5
2019-05-16,9,13,88,0,18,2
2019-05-17,17,9,92,0,20,4
2019-05-18,9,10,66,0,8,1
2019-05-19,9,9,42,0,8,2
2019-05-20,4,16,76,0,8,5
2019-05-21,12,8,96,0,10,5
2019-05-22,4,15,100,0,11,7
2019-05-23,15,10,85,0,10,7
2019-05-24,8,5,90,0,9,4
2019-05-25,11,7,92,0,10,4
2019-05-26,11,8,44,0,11,2
2019-05-27,14,13,69,0,15,1
2019-05-28,5,6,76,0,10,5
2019-05-29,16,13,82,0,13,3
2019-05-30,10,5,52,0,10,2
2019-05-31,7,7,65,0,6,3
2019-06-01,14,8,91,0,12,4
2019-06-02,12,2,57,0,11,4
2019-06-03,7,5,53,0,5,1
2019-06-04,13,9,100,0,7,4
2019-06-05,8,7,101,0,9,4
2019-06-06,10,2,85,0,14,3
2019-06-07,12,15,88,0,10,5
2019-06-08,13,11,93,0,15,4
2019-06-09,7,7,58,0,5,2
2019-06-10,8,6,92,1,10,3
2019-06-11,13,9,99,0,10,7
2019-06-12,12,6,58,0,7,5
2019-06-13,8,14,89,0,13,3
2019-06-14,11,9,123,0,7,6
2019-06-15,18,10,86,0,16,1
2019-06-16,14,6,47,0,10,3
2019-06-17,5,4,96,0,7,4
2019-06-18,12,9,91,0,13,4
2019-06-19,10,7,80,0,6,6
2019-06-20,7,5,69,0,11,4
2019-06-21,12,7,84,0,9,1
2019-06-22,13,10,104,0,9,4
2019-06-23,4,6,34,0,2,2
2019-06-24,6,13,54,0,10,5
2019-06-25,7,9,97,0,18,9
2019-06-26,9,7,91,0,9,5
2019-06-27,13,6,87,0,8,1
2019-06-28,7,11,86,0,11,0
2019-06-29,11,13,63,0,11,1
2019-06-30,8,10,43,0,9,5
2019-07-01,6,7,44,0,10,3
2019-07-02,7,11,105,0,16,2
2019-07-03,15,15,73,0,15,8
2019-07-04,9,5,68,0,3,2
2019-07-05,10,5,93,0,17,3
2019-07-06,17,5,71,0,7,3
2019-07-07,6,4,48,0,8,5
2019-07-08,16,6,70,0,9,6
2019-07-09,9,8,80,0,17,7
2019-07-10,9,11,76,0,12,7
2019-07-11,7,18,111,0,14,8
2019-07-12,12,14,91,0,22,3
2019-07-13,7,20,90,0,17,4
2019-07-14,8,5,40,0,15,0
2019-07-15,17,14,82,0,20,9
2019-07-16,13,12,98,0,19,5
2019-07-17,10,9,102,0,15,7
2019-07-18,11,8,102,0,9,3
2019-07-19,6,12,123,0,19,5
2019-07-20,10,10,56,0,25,2
2019-07-21,12,6,47,0,11,5
2019-07-22,10,14,97,0,23,8
2019-07-23,14,21,94,0,24,11
2019-07-24,13,11,84,0,17,7
2019-07-25,7,13,91,0,7,12
2019-07-26,11,12,89,0,7,4
2019-07-27,16,13,92,0,16,4
2019-07-28,18,5,48,0,9,1
2019-07-29,11,8,86,0,20,7
2019-07-30,10,17,87,0,24,9
2019-07-31,14,9,59,0,15,4
2019-08-01,10,8,98,1,14,7
2019-08-02,12,24,120,0,16,8
2019-08-03,18,10,94,0,31,9
2019-08-04,6,7,78,0,11,8
2019-08-05,6,15,124,0,25,4
2019-08-06,18,11,121,0,12,8
2019-08-07,9,7,43,0,12,0
2019-08-08,13,14,125,0,10,2
2019-08-09,18,11,100,0,11,10
2019-08-10,18,8,99,0,17,3
2019-08-11,8,14,60,0,13,1
2019-08-12,14,14,120,0,18,5
2019-08-13,9,12,88,0,12,4
2019-08-14,15,9,93,0,14,8
2019-08-15,10,11,90,0,16,6
2019-08-16,11,37,116,0,33,15
2019-08-17,16,2,97,0,22,5
2019-08-18,6,9,57,0,13,2
2019-08-19,8,8,45,0,15,1
2019-08-20,16,12,109,1,18,6
2019-08-21,19,5,82,0,19,4
2019-08-22,6,6,92,0,14,2
2019-08-23,10,4,87,0,17,4
2019-08-24,11,9,76,0,16,4
2019-08-25,15,4,45,0,12,10
2019-08-26,12,13,110,0,11,5
2019-08-27,13,13,95,0,12,8
2019-08-28,14,12,82,0,14,5
2019-08-29,12,11,93,0,11,6
2019-08-30,13,14,99,0,7,3
2019-08-31,12,12,98,0,13,5
2019-09-01,10,12,52,0,7,1
2019-09-02,13,14,104,0,15,1
2019-09-03,17,18,90,0,15,4
2019-09-04,9,9,68,0,20,5
2019-09-05,14,16,105,0,15,4
2019-09-06,13,29,120,0,39,8
2019-09-07,15,7,90,0,19,0
2019-09-08,16,8,59,0,11,2
2019-09-09,11,13,68,0,17,4
2019-09-10,12,13,101,0,18,6
2019-09-11,6,13,82,0,10,6
2019-09-12,6,15,102,0,34,10
2019-09-13,16,10,101,0,23,6
2019-09-14,14,13,72,0,12,2
2019-09-15,11,6,53,0,17,5
2019-09-16,7,11,109,0,21,9
2019-09-17,12,12,99,0,16,4
2019-09-18,8,20,107,0,19,11
2019-09-19,15,17,98,0,22,8
2019-09-20,16,17,97,0,16,5
2019-09-21,9,6,99,0,15,8
2019-09-22,11,15,53,0,5,6
2019-09-23,9,13,93,0,22,4
2019-09-24,18,7,106,0,17,7
2019-09-25,7,14,84,0,26,8
2019-09-26,12,10,87,0,19,6
2019-09-27,15,14,97,0,17,5
2019-09-28,25,4,95,0,24,10
2019-09-29,6,3,51,0,10,4
2019-09-30,12,14,79,0,23,7
2019-10-01,11,6,98,0,18,6
2019-10-02,13,12,93,0,15,4
2019-10-03,13,6,96,0,18,6
2019-10-04,12,10,115,0,20,5
2019-10-05,15,10,85,0,12,8
2019-10-06,11,6,39,0,9,8
2019-10-07,9,15,97,0,18,14
2019-10-08,15,14,89,0,19,9
2019-10-09,10,10,110,0,12,3
2019-10-10,8,9,94,0,16,7
2019-10-11,13,16,100,0,16,4
2019-10-12,18,8,79,0,17,11
2019-10-13,7,9,46,0,9,1
2019-10-14,13,4,45,0,13,11
2019-10-15,10,14,116,0,11,9
2019-10-16,11,12,92,0,13,8
2019-10-17,10,11,108,0,33,9
2019-10-18,16,10,89,0,27,8
2019-10-19,20,2,79,0,8,5
2019-10-20,3,4,58,0,9,7
2019-10-21,14,22,84,0,20,8
2019-10-22,12,13,98,0,9,9
2019-10-23,13,12,116,0,18,13
2019-10-24,18,11,101,1,30,5
2019-10-25,14,9,96,0,11,9
2019-10-26,11,10,83,0,15,11
2019-10-27,12,2,64,0,15,2
2019-10-28,12,1,89,0,16,7
2019-10-29,14,13,102,0,18,11
2019-10-30,16,10,91,0,16,1
2019-10-31,14,9,76,0,18,11
2019-11-01,16,15,110,0,12,9
2019-11-02,19,16,78,0,13,3
2019-11-03,9,13,54,0,4,1
2019-11-04,12,14,44,0,9,5
2019-11-05,13,11,110,0,13,7
2019-11-06,13,12,106,0,7,3
2019-11-07,19,13,92,0,9,1
2019-11-08,17,10,102,0,19,2
2019-11-09,21,11,79,0,24,5
2019-11-10,10,14,50,0,19,5
2019-11-11,7,10,45,0,12,5
2019-11-12,8,25,120,0,26,11
2019-11-13,10,6,73,0,8,5
2019-11-14,11,11,63,0,11,11
2019-11-15,17,10,86,0,17,5
2019-11-16,8,10,98,0,13,12
2019-11-17,10,10,53,0,18,1
2019-11-18,15,12,106,0,12,7
2019-11-19,9,15,84,0,19,8
2019-11-20,10,12,96,0,24,5
2019-11-21,8,9,45,0,9,4
2019-11-22,9,13,118,0,19,11
2019-11-23,20,14,107,0,18,8
2019-11-24,9,7,55,0,10,1
2019-11-25,15,6,95,1,18,4
2019-11-26,18,6,83,0,13,12
2019-11-27,9,11,61,0,10,5
2019-11-28,16,11,58,0,16,7
2019-11-29,10,10,43,0,16,9
2019-11-30,18,7,40,0,12,3
2019-12-01,15,7,67,1,14,5
2019-12-02,13,12,100,0,13,4
2019-12-03,15,18,108,0,9,4
2019-12-04,12,12,101,0,25,9
2019-12-05,18,19,130,0,17,5
2019-12-06,10,8,117,0,18,6
2019-12-07,13,8,102,0,9,10
2019-12-08,11,10,69,0,10,6
2019-12-09,13,14,89,0,22,4
2019-12-10,11,10,109,0,12,5
2019-12-11,10,10,110,0,13,4
2019-12-12,6,5,89,0,13,9
2019-12-13,14,19,101,0,18,10
2019-12-14,6,11,85,0,19,6
2019-12-15,14,12,62,0,12,8
2019-12-16,10,18,112,0,19,6
2019-12-17,11,10,87,0,11,8
2019-12-18,12,13,96,0,16,2
2019-12-19,6,10,99,0,8,4
2019-12-20,14,11,104,0,15,5
2019-12-21,17,12,94,0,15,4
2019-12-22,13,14,62,0,19,9
2019-12-23,16,11,96,0,16,5
2019-12-24,13,11,88,0,15,6
2019-12-25,15,6,42,0,16,6
2019-12-26,7,10,74,0,19,13
2019-12-27,11,9,62,0,5,8
2019-12-28,11,6,60,0,5,11
2019-12-29,6,10,47,0,11,6
2019-12-30,7,22,57,0,21,9
2019-12-31,11,14,24,0,9,9
